Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
REFERRAL,India,27,FEMALE,MASTER,UNEMPLOYED,FINANCE,93000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,SMALL,525000,COLD,10
PAID,France,32,OTHER,PhD,BUSINESSMAN,TECHNOLOGY,59000,NEGATIVE,Yes,1,0,EXPERT,BASIC,MEDIUM,810000,COLD,23
OTHER,China,38,FEMALE,MASTER,UNEMPLOYED,TECHNOLOGY,60000,NEGATIVE,Yes,1,0,EXPERT,NOVICE,SMALL,244000,COLD,18
REFERRAL,India,38,FEMALE,PhD,BUSINESSMAN,TECHNOLOGY,29000,NEGATIVE,Yes,1,0,BASIC,NOVICE,MEDIUM,489000,COLD,23
ORGANIC,France,21,MALE,PhD,EMPLOYEE,TECHNOLOGY,49000,NEGATIVE,Yes,1,0,EXPERT,NOVICE,MEDIUM,295000,COLD,14
ORGANIC,India,28,OTHER,PhD,EMPLOYEE,HEALTHCARE,79000,NEGATIVE,No,2,0,BASIC,BASIC,MEDIUM,950000,COLD,44
OTHER,France,19,MALE,BACHELOR,UNEMPLOYED,FINANCE,81000,NEGATIVE,Yes,1,0,EXPERT,NOVICE,MEDIUM,279000,COLD,17
ORGANIC,Brazil,18,FEMALE,BACHELOR,BUSINESSMAN,TECHNOLOGY,86000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,SMALL,583000,COLD,24
REFERRAL,China,37,FEMALE,PhD,BUSINESSMAN,HEALTHCARE,99000,NEGATIVE,No,1,0,BASIC,BASIC,MEDIUM,468000,COLD,42
ORGANIC,India,19,MALE,MASTER,EMPLOYEE,TECHNOLOGY,80000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,SMALL,499000,COLD,22
PAID,Germany,33,OTHER,MASTER,OTHER,FINANCE,83000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,102000,COLD,15
REFERRAL,India,39,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,94000,NEUTRAL,No,1,0,BASIC,BASIC,SMALL,979000,COLD,33
OTHER,Germany,23,OTHER,PhD,OTHER,TECHNOLOGY,21000,NEUTRAL,No,2,0,BASIC,EXPERT,SMALL,689000,COLD,31
REFERRAL,Brazil,37,OTHER,PhD,UNEMPLOYED,FINANCE,95000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,MEDIUM,391000,COLD,12
OTHER,India,35,MALE,PhD,BUSINESSMAN,TECHNOLOGY,62000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,SMALL,743000,COLD,20
ORGANIC,India,26,MALE,MASTER,EMPLOYEE,TECHNOLOGY,57000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,MEDIUM,206000,COLD,20
REFERRAL,India,32,FEMALE,PhD,EMPLOYEE,HEALTHCARE,89000,NEGATIVE,Yes,2,0,BASIC,EXPERT,MEDIUM,241000,COLD,19
PAID,Pakistan,38,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,80000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,811000,COLD,28
ORGANIC,Germany,24,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,40000,NEGATIVE,Yes,2,0,NOVICE,BASIC,MEDIUM,156000,COLD,15
PAID,Brazil,39,MALE,BACHELOR,OTHER,TECHNOLOGY,32000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,522000,COLD,17
PAID,India,29,FEMALE,PhD,BUSINESSMAN,HEALTHCARE,21000,NEUTRAL,No,1,0,BASIC,EXPERT,SMALL,402000,COLD,44
OTHER,India,38,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,44000,NEUTRAL,Yes,2,0,NOVICE,EXPERT,MEDIUM,562000,COLD,33
ORGANIC,Pakistan,27,MALE,BACHELOR,OTHER,HEALTHCARE,51000,NEUTRAL,No,1,0,NOVICE,BASIC,SMALL,331000,COLD,39
OTHER,India,31,MALE,MASTER,UNEMPLOYED,HEALTHCARE,58000,NEUTRAL,No,2,0,BASIC,EXPERT,SMALL,708000,COLD,33
ORGANIC,China,20,OTHER,BACHELOR,OTHER,HEALTHCARE,21000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,SMALL,985000,COLD,15
ORGANIC,China,20,FEMALE,MASTER,UNEMPLOYED,FINANCE,86000,NEUTRAL,No,1,0,BASIC,BASIC,SMALL,615000,COLD,35
ORGANIC,India,22,OTHER,MASTER,BUSINESSMAN,FINANCE,32000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,SMALL,921000,COLD,40
OTHER,Brazil,35,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,20000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,963000,COLD,13
ORGANIC,China,27,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,66000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,922000,COLD,40
PAID,Pakistan,20,OTHER,PhD,UNEMPLOYED,HEALTHCARE,22000,NEUTRAL,No,1,0,EXPERT,EXPERT,SMALL,417000,COLD,42
OTHER,France,32,OTHER,PhD,BUSINESSMAN,TECHNOLOGY,81000,NEUTRAL,No,1,0,BASIC,EXPERT,MEDIUM,106000,COLD,36
ORGANIC,Germany,18,OTHER,PhD,BUSINESSMAN,HEALTHCARE,84000,NEGATIVE,Yes,1,0,NOVICE,EXPERT,MEDIUM,981000,COLD,24
ORGANIC,India,29,MALE,BACHELOR,OTHER,FINANCE,34000,NEUTRAL,Yes,1,0,BASIC,EXPERT,MEDIUM,737000,COLD,36
ORGANIC,China,23,OTHER,PhD,UNEMPLOYED,HEALTHCARE,47000,NEGATIVE,Yes,1,0,BASIC,BASIC,MEDIUM,780000,COLD,29
ORGANIC,France,32,OTHER,PhD,BUSINESSMAN,FINANCE,48000,NEGATIVE,Yes,2,0,BASIC,EXPERT,MEDIUM,817000,COLD,22
ORGANIC,Germany,37,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,49000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,122000,COLD,14
ORGANIC,Pakistan,30,MALE,BACHELOR,OTHER,HEALTHCARE,53000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,645000,COLD,11
OTHER,Germany,25,FEMALE,MASTER,EMPLOYEE,FINANCE,85000,NEGATIVE,Yes,2,0,NOVICE,BASIC,MEDIUM,813000,COLD,10
ORGANIC,China,23,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,66000,NEGATIVE,Yes,1,0,EXPERT,BASIC,MEDIUM,785000,COLD,27
REFERRAL,Brazil,33,FEMALE,PhD,BUSINESSMAN,TECHNOLOGY,81000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,368000,COLD,15
PAID,France,31,FEMALE,PhD,EMPLOYEE,FINANCE,26000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,397000,COLD,22
REFERRAL,Brazil,29,OTHER,PhD,EMPLOYEE,HEALTHCARE,52000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,441000,COLD,30
REFERRAL,Brazil,39,MALE,BACHELOR,UNEMPLOYED,FINANCE,60000,NEGATIVE,Yes,2,0,BASIC,BASIC,MEDIUM,581000,COLD,30
ORGANIC,Pakistan,28,MALE,MASTER,EMPLOYEE,TECHNOLOGY,41000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,429000,COLD,27
PAID,France,36,FEMALE,BACHELOR,EMPLOYEE,HEALTHCARE,26000,NEUTRAL,Yes,2,0,NOVICE,EXPERT,SMALL,189000,COLD,39
OTHER,Pakistan,30,OTHER,PhD,UNEMPLOYED,FINANCE,65000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,793000,COLD,14
PAID,India,38,OTHER,BACHELOR,OTHER,HEALTHCARE,80000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,148000,COLD,20
ORGANIC,China,20,MALE,PhD,BUSINESSMAN,FINANCE,38000,NEUTRAL,No,1,0,BASIC,NOVICE,MEDIUM,932000,COLD,32
OTHER,Pakistan,35,MALE,BACHELOR,OTHER,TECHNOLOGY,77000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,158000,COLD,25
REFERRAL,India,32,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,53000,NEGATIVE,Yes,1,0,NOVICE,BASIC,SMALL,358000,COLD,16
OTHER,India,30,MALE,PhD,OTHER,TECHNOLOGY,67000,NEUTRAL,No,2,0,EXPERT,EXPERT,MEDIUM,752000,COLD,40
PAID,Germany,28,OTHER,PhD,EMPLOYEE,HEALTHCARE,71000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,358000,COLD,42
REFERRAL,France,37,FEMALE,PhD,EMPLOYEE,HEALTHCARE,25000,NEGATIVE,No,2,0,EXPERT,NOVICE,MEDIUM,540000,COLD,34
OTHER,India,39,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,56000,NEUTRAL,No,2,0,NOVICE,NOVICE,MEDIUM,483000,COLD,40
ORGANIC,India,31,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,98000,NEGATIVE,Yes,1,0,NOVICE,BASIC,SMALL,522000,COLD,11
OTHER,China,29,OTHER,PhD,UNEMPLOYED,FINANCE,68000,NEUTRAL,No,1,0,BASIC,NOVICE,SMALL,859000,COLD,35
REFERRAL,Pakistan,23,OTHER,PhD,OTHER,HEALTHCARE,36000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,448000,COLD,20
REFERRAL,Pakistan,24,MALE,MASTER,EMPLOYEE,HEALTHCARE,42000,NEUTRAL,No,2,0,NOVICE,EXPERT,MEDIUM,713000,COLD,37
PAID,France,36,OTHER,MASTER,BUSINESSMAN,FINANCE,31000,NEGATIVE,Yes,1,0,BASIC,EXPERT,MEDIUM,567000,COLD,11
REFERRAL,India,36,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,89000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,MEDIUM,353000,COLD,13
REFERRAL,Pakistan,25,MALE,PhD,EMPLOYEE,HEALTHCARE,77000,NEUTRAL,No,1,0,NOVICE,NOVICE,MEDIUM,272000,COLD,35
OTHER,Pakistan,28,MALE,PhD,UNEMPLOYED,FINANCE,66000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,700000,COLD,20
REFERRAL,Germany,35,MALE,PhD,BUSINESSMAN,FINANCE,66000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,676000,COLD,22
OTHER,France,31,MALE,PhD,EMPLOYEE,HEALTHCARE,37000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,MEDIUM,832000,COLD,10
PAID,India,37,OTHER,PhD,EMPLOYEE,FINANCE,75000,NEUTRAL,No,2,0,NOVICE,NOVICE,MEDIUM,126000,COLD,35
REFERRAL,France,25,FEMALE,PhD,OTHER,FINANCE,85000,NEGATIVE,Yes,2,0,BASIC,EXPERT,MEDIUM,592000,COLD,22
REFERRAL,India,33,OTHER,MASTER,UNEMPLOYED,HEALTHCARE,98000,NEGATIVE,Yes,1,0,BASIC,NOVICE,MEDIUM,758000,COLD,19
PAID,Brazil,29,FEMALE,BACHELOR,OTHER,HEALTHCARE,23000,NEUTRAL,No,2,0,BASIC,BASIC,MEDIUM,501000,COLD,44
REFERRAL,Germany,34,FEMALE,MASTER,OTHER,TECHNOLOGY,96000,NEGATIVE,Yes,2,0,BASIC,EXPERT,MEDIUM,397000,COLD,22
REFERRAL,Germany,24,OTHER,PhD,OTHER,HEALTHCARE,60000,NEGATIVE,Yes,2,0,BASIC,BASIC,MEDIUM,102000,COLD,12
REFERRAL,Pakistan,21,OTHER,MASTER,BUSINESSMAN,FINANCE,45000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,SMALL,765000,COLD,15
REFERRAL,Brazil,22,FEMALE,BACHELOR,OTHER,FINANCE,71000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,467000,COLD,42
ORGANIC,Germany,38,MALE,BACHELOR,BUSINESSMAN,TECHNOLOGY,54000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,864000,COLD,19
ORGANIC,Pakistan,19,OTHER,PhD,UNEMPLOYED,HEALTHCARE,48000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,961000,COLD,15
REFERRAL,France,32,MALE,BACHELOR,OTHER,HEALTHCARE,22000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,920000,COLD,31
ORGANIC,China,33,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,30000,NEGATIVE,Yes,1,0,BASIC,NOVICE,SMALL,248000,COLD,28
OTHER,China,34,OTHER,MASTER,OTHER,TECHNOLOGY,64000,NEGATIVE,Yes,2,0,EXPERT,BASIC,MEDIUM,795000,COLD,13
OTHER,India,38,OTHER,PhD,OTHER,HEALTHCARE,38000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,MEDIUM,402000,COLD,11
OTHER,Pakistan,37,FEMALE,PhD,EMPLOYEE,HEALTHCARE,28000,NEUTRAL,No,1,0,BASIC,EXPERT,SMALL,147000,COLD,41
ORGANIC,Brazil,36,MALE,PhD,UNEMPLOYED,TECHNOLOGY,62000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,669000,COLD,23
REFERRAL,Germany,32,FEMALE,BACHELOR,OTHER,FINANCE,66000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,153000,COLD,37
ORGANIC,India,39,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,36000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,SMALL,812000,COLD,13
ORGANIC,Germany,18,OTHER,BACHELOR,UNEMPLOYED,FINANCE,89000,NEGATIVE,Yes,1,0,EXPERT,BASIC,MEDIUM,965000,COLD,30
ORGANIC,Brazil,25,OTHER,MASTER,EMPLOYEE,FINANCE,79000,NEGATIVE,Yes,2,0,EXPERT,BASIC,MEDIUM,827000,COLD,12
REFERRAL,France,22,MALE,MASTER,UNEMPLOYED,TECHNOLOGY,66000,NEUTRAL,No,1,0,NOVICE,BASIC,MEDIUM,832000,COLD,39
PAID,Pakistan,34,FEMALE,MASTER,OTHER,TECHNOLOGY,27000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,MEDIUM,917000,COLD,15
REFERRAL,India,21,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,37000,NEGATIVE,Yes,2,0,BASIC,EXPERT,MEDIUM,526000,COLD,12
OTHER,China,19,OTHER,PhD,BUSINESSMAN,FINANCE,71000,NEGATIVE,No,2,0,BASIC,EXPERT,MEDIUM,972000,COLD,31
REFERRAL,Germany,25,MALE,BACHELOR,UNEMPLOYED,HEALTHCARE,65000,NEGATIVE,Yes,1,0,NOVICE,BASIC,SMALL,514000,COLD,11
OTHER,Pakistan,26,MALE,PhD,OTHER,FINANCE,79000,NEGATIVE,Yes,1,0,BASIC,NOVICE,SMALL,112000,COLD,21
PAID,Pakistan,31,OTHER,MASTER,UNEMPLOYED,FINANCE,79000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,915000,COLD,24
REFERRAL,Brazil,35,MALE,BACHELOR,UNEMPLOYED,FINANCE,33000,NEUTRAL,Yes,2,0,EXPERT,BASIC,SMALL,159000,COLD,35
OTHER,China,20,OTHER,MASTER,BUSINESSMAN,FINANCE,80000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,MEDIUM,130000,COLD,30
REFERRAL,France,31,FEMALE,MASTER,OTHER,HEALTHCARE,30000,NEGATIVE,Yes,1,0,NOVICE,EXPERT,MEDIUM,978000,COLD,21
REFERRAL,India,28,OTHER,PhD,EMPLOYEE,TECHNOLOGY,97000,NEGATIVE,Yes,1,0,NOVICE,EXPERT,SMALL,164000,COLD,14
PAID,China,33,MALE,PhD,EMPLOYEE,TECHNOLOGY,44000,NEGATIVE,Yes,1,0,BASIC,NOVICE,MEDIUM,157000,COLD,17
REFERRAL,Germany,32,OTHER,PhD,EMPLOYEE,FINANCE,82000,NEUTRAL,No,2,0,EXPERT,EXPERT,MEDIUM,936000,COLD,44
OTHER,Germany,19,OTHER,PhD,UNEMPLOYED,FINANCE,25000,NEUTRAL,No,2,0,NOVICE,BASIC,SMALL,894000,COLD,43
ORGANIC,Germany,33,FEMALE,MASTER,UNEMPLOYED,FINANCE,35000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,966000,COLD,34
PAID,India,24,MALE,PhD,UNEMPLOYED,FINANCE,62000,NEUTRAL,No,1,0,BASIC,BASIC,SMALL,718000,COLD,36
PAID,Germany,22,OTHER,MASTER,BUSINESSMAN,TECHNOLOGY,89000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,385000,COLD,25
REFERRAL,China,18,OTHER,MASTER,EMPLOYEE,FINANCE,57000,NEGATIVE,Yes,2,0,EXPERT,BASIC,MEDIUM,319000,COLD,10
REFERRAL,Pakistan,30,MALE,BACHELOR,OTHER,HEALTHCARE,99000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,930000,COLD,25
REFERRAL,China,39,OTHER,PhD,BUSINESSMAN,FINANCE,28000,NEGATIVE,No,2,0,EXPERT,BASIC,MEDIUM,463000,COLD,38
ORGANIC,Brazil,33,FEMALE,BACHELOR,BUSINESSMAN,FINANCE,28000,NEUTRAL,No,2,0,EXPERT,NOVICE,MEDIUM,356000,COLD,43
PAID,China,33,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,77000,NEUTRAL,No,1,0,BASIC,NOVICE,MEDIUM,329000,COLD,32
REFERRAL,India,20,MALE,MASTER,UNEMPLOYED,HEALTHCARE,26000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,865000,COLD,13
OTHER,Germany,32,FEMALE,BACHELOR,UNEMPLOYED,FINANCE,90000,NEGATIVE,Yes,2,0,BASIC,NOVICE,SMALL,672000,COLD,13
REFERRAL,Germany,18,MALE,PhD,UNEMPLOYED,FINANCE,36000,NEGATIVE,No,1,0,EXPERT,NOVICE,SMALL,574000,COLD,43
REFERRAL,Brazil,19,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,61000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,MEDIUM,315000,COLD,12
REFERRAL,India,39,OTHER,MASTER,OTHER,FINANCE,49000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,794000,COLD,39
PAID,India,29,MALE,PhD,EMPLOYEE,FINANCE,99000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,513000,COLD,12
ORGANIC,China,29,FEMALE,MASTER,UNEMPLOYED,FINANCE,35000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,991000,COLD,12
OTHER,China,25,MALE,MASTER,EMPLOYEE,FINANCE,86000,NEGATIVE,Yes,2,0,BASIC,BASIC,MEDIUM,772000,COLD,10
OTHER,Brazil,20,MALE,PhD,UNEMPLOYED,TECHNOLOGY,98000,NEGATIVE,Yes,2,0,NOVICE,BASIC,MEDIUM,572000,COLD,12
REFERRAL,France,19,MALE,BACHELOR,OTHER,FINANCE,54000,NEGATIVE,Yes,1,0,NOVICE,BASIC,SMALL,173000,COLD,27
PAID,Pakistan,39,OTHER,PhD,OTHER,HEALTHCARE,25000,NEGATIVE,Yes,2,0,BASIC,BASIC,MEDIUM,770000,COLD,18
OTHER,India,25,MALE,MASTER,UNEMPLOYED,HEALTHCARE,71000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,741000,COLD,42
REFERRAL,China,19,MALE,MASTER,EMPLOYEE,HEALTHCARE,39000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,442000,COLD,10
REFERRAL,India,23,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,53000,NEGATIVE,Yes,1,0,EXPERT,NOVICE,MEDIUM,737000,COLD,17
PAID,Pakistan,24,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,44000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,147000,COLD,30
PAID,Germany,19,FEMALE,PhD,OTHER,TECHNOLOGY,73000,NEUTRAL,No,2,0,EXPERT,BASIC,MEDIUM,266000,COLD,41
OTHER,Pakistan,30,MALE,PhD,EMPLOYEE,TECHNOLOGY,80000,NEGATIVE,No,1,0,NOVICE,NOVICE,SMALL,131000,COLD,34
PAID,India,23,MALE,BACHELOR,EMPLOYEE,FINANCE,31000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,376000,COLD,16
REFERRAL,France,20,OTHER,PhD,UNEMPLOYED,HEALTHCARE,50000,NEGATIVE,No,1,0,EXPERT,NOVICE,SMALL,565000,COLD,38
PAID,China,38,MALE,PhD,OTHER,TECHNOLOGY,40000,NEUTRAL,Yes,1,0,NOVICE,NOVICE,MEDIUM,574000,COLD,43
REFERRAL,Brazil,37,OTHER,PhD,OTHER,TECHNOLOGY,35000,NEGATIVE,Yes,1,0,EXPERT,BASIC,MEDIUM,176000,COLD,22
PAID,India,32,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,97000,NEUTRAL,No,1,0,BASIC,EXPERT,SMALL,200000,COLD,40
PAID,Germany,31,FEMALE,MASTER,EMPLOYEE,HEALTHCARE,33000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,MEDIUM,266000,COLD,10
ORGANIC,Pakistan,38,FEMALE,PhD,EMPLOYEE,FINANCE,71000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,445000,COLD,24
REFERRAL,China,20,OTHER,BACHELOR,BUSINESSMAN,TECHNOLOGY,84000,NEGATIVE,Yes,1,0,EXPERT,NOVICE,SMALL,228000,COLD,20
ORGANIC,France,29,FEMALE,BACHELOR,BUSINESSMAN,HEALTHCARE,24000,NEGATIVE,Yes,2,0,NOVICE,BASIC,MEDIUM,147000,COLD,22
PAID,France,24,FEMALE,MASTER,BUSINESSMAN,TECHNOLOGY,49000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,757000,COLD,38
OTHER,Brazil,36,OTHER,MASTER,BUSINESSMAN,HEALTHCARE,93000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,MEDIUM,887000,COLD,16
REFERRAL,Brazil,38,MALE,PhD,EMPLOYEE,FINANCE,32000,NEGATIVE,Yes,1,0,NOVICE,NOVICE,SMALL,782000,COLD,23
OTHER,Germany,28,OTHER,PhD,BUSINESSMAN,HEALTHCARE,44000,NEGATIVE,Yes,1,0,BASIC,BASIC,MEDIUM,767000,COLD,20
REFERRAL,China,27,FEMALE,MASTER,OTHER,HEALTHCARE,69000,NEGATIVE,Yes,1,0,BASIC,BASIC,MEDIUM,453000,COLD,25
PAID,Brazil,26,FEMALE,BACHELOR,OTHER,FINANCE,22000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,586000,COLD,15
REFERRAL,India,24,OTHER,MASTER,UNEMPLOYED,HEALTHCARE,97000,NEGATIVE,No,2,0,NOVICE,NOVICE,MEDIUM,537000,COLD,39
ORGANIC,Germany,29,MALE,BACHELOR,BUSINESSMAN,HEALTHCARE,71000,NEGATIVE,Yes,2,0,NOVICE,NOVICE,SMALL,184000,COLD,15
OTHER,India,21,MALE,BACHELOR,UNEMPLOYED,HEALTHCARE,79000,NEUTRAL,No,2,0,EXPERT,NOVICE,MEDIUM,962000,COLD,35
OTHER,Germany,38,OTHER,PhD,UNEMPLOYED,HEALTHCARE,22000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,447000,COLD,39
PAID,France,21,OTHER,PhD,BUSINESSMAN,FINANCE,33000,NEGATIVE,Yes,1,0,BASIC,BASIC,MEDIUM,483000,COLD,12
PAID,India,29,MALE,BACHELOR,OTHER,TECHNOLOGY,75000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,465000,COLD,15
ORGANIC,China,36,FEMALE,PhD,OTHER,HEALTHCARE,34000,NEUTRAL,Yes,2,0,EXPERT,BASIC,SMALL,541000,COLD,36
PAID,India,32,FEMALE,MASTER,OTHER,FINANCE,32000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,MEDIUM,312000,COLD,21
OTHER,India,30,MALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,81000,NEUTRAL,Yes,1,0,NOVICE,NOVICE,SMALL,446000,COLD,40
ORGANIC,Germany,25,OTHER,BACHELOR,UNEMPLOYED,TECHNOLOGY,54000,NEGATIVE,Yes,1,0,BASIC,EXPERT,MEDIUM,367000,COLD,29
PAID,Pakistan,25,MALE,MASTER,EMPLOYEE,HEALTHCARE,51000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,MEDIUM,569000,COLD,14
OTHER,India,37,OTHER,PhD,UNEMPLOYED,FINANCE,75000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,181000,COLD,13
ORGANIC,Brazil,32,OTHER,PhD,BUSINESSMAN,FINANCE,48000,NEGATIVE,No,2,0,BASIC,NOVICE,SMALL,742000,COLD,42
REFERRAL,China,34,MALE,BACHELOR,OTHER,FINANCE,76000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,414000,COLD,20
OTHER,India,25,FEMALE,PhD,BUSINESSMAN,TECHNOLOGY,31000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,681000,COLD,38
OTHER,Brazil,20,OTHER,BACHELOR,OTHER,FINANCE,62000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,257000,COLD,13
REFERRAL,Brazil,36,FEMALE,BACHELOR,BUSINESSMAN,FINANCE,40000,NEGATIVE,Yes,2,0,NOVICE,EXPERT,MEDIUM,936000,COLD,17
OTHER,Brazil,28,OTHER,PhD,UNEMPLOYED,FINANCE,91000,NEUTRAL,Yes,2,0,BASIC,EXPERT,SMALL,738000,COLD,35
OTHER,China,38,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,65000,NEGATIVE,Yes,2,0,BASIC,NOVICE,MEDIUM,936000,COLD,14
ORGANIC,Germany,30,MALE,MASTER,OTHER,TECHNOLOGY,71000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,132000,COLD,13
OTHER,India,38,FEMALE,BACHELOR,EMPLOYEE,FINANCE,29000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,723000,COLD,19
OTHER,Germany,24,OTHER,PhD,UNEMPLOYED,FINANCE,82000,NEGATIVE,Yes,2,0,EXPERT,BASIC,MEDIUM,236000,COLD,11
OTHER,Pakistan,29,FEMALE,PhD,UNEMPLOYED,FINANCE,49000,NEGATIVE,Yes,1,0,BASIC,BASIC,MEDIUM,825000,COLD,29
REFERRAL,India,31,OTHER,MASTER,OTHER,TECHNOLOGY,66000,NEGATIVE,Yes,2,0,NOVICE,BASIC,SMALL,591000,COLD,38
REFERRAL,India,20,FEMALE,BACHELOR,EMPLOYEE,HEALTHCARE,38000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,888000,COLD,23
PAID,Pakistan,37,MALE,PhD,OTHER,HEALTHCARE,97000,NEGATIVE,No,2,0,EXPERT,BASIC,MEDIUM,695000,COLD,39
REFERRAL,India,22,MALE,PhD,BUSINESSMAN,TECHNOLOGY,71000,NEGATIVE,Yes,2,0,BASIC,NOVICE,SMALL,927000,COLD,33
ORGANIC,Pakistan,33,MALE,PhD,EMPLOYEE,FINANCE,39000,NEGATIVE,Yes,1,0,NOVICE,BASIC,MEDIUM,484000,COLD,26
PAID,Germany,23,MALE,PhD,UNEMPLOYED,TECHNOLOGY,85000,NEGATIVE,Yes,2,0,EXPERT,NOVICE,SMALL,387000,COLD,38
