Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
ORGANIC,India,26,OTHER,PhD,EMPLOYEE,TECHNOLOGY,62000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,653000,COLD,26
PAID,India,25,FEMALE,PhD,UNEMPLOYED,FINANCE,53000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,299000,COLD,31
OTHER,Pakistan,18,OTHER,MASTER,OTHER,FINANCE,27000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,371000,COLD,26
ORGANIC,Pakistan,22,MALE,BACHELOR,UNEMPLOYED,FINANCE,20000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,824000,COLD,22
REFERRAL,India,18,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,20000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,784000,COLD,36
REFERRAL,India,28,MALE,BACHELOR,UNEMPLOYED,FINANCE,63000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,342000,COLD,18
PAID,France,30,OTHER,BACHELOR,OTHER,TECHNOLOGY,59000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,658000,COLD,16
ORGANIC,Pakistan,32,FEMALE,MASTER,EMPLOYEE,FINANCE,67000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,253000,COLD,42
OTHER,France,37,MALE,BACHELOR,OTHER,FINANCE,75000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,599000,COLD,17
PAID,France,38,MALE,MASTER,UNEMPLOYED,HEALTHCARE,25000,NEGATIVE,No,1,0,BASIC,EXPERT,SMALL,975000,COLD,35
REFERRAL,Brazil,27,FEMALE,MASTER,EMPLOYEE,HEALTHCARE,20000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,985000,COLD,29
PAID,Pakistan,25,FEMALE,PhD,EMPLOYEE,FINANCE,20000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,139000,COLD,17
PAID,China,26,MALE,MASTER,EMPLOYEE,FINANCE,74000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,152000,COLD,24
REFERRAL,Pakistan,31,OTHER,PhD,UNEMPLOYED,TECHNOLOGY,60000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,914000,COLD,35
REFERRAL,Germany,32,MALE,MASTER,UNEMPLOYED,HEALTHCARE,64000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,974000,COLD,35
PAID,China,26,FEMALE,MASTER,OTHER,HEALTHCARE,47000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,243000,COLD,33
ORGANIC,Pakistan,32,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,47000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,436000,COLD,39
OTHER,Pakistan,22,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,71000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,968000,COLD,14
REFERRAL,Pakistan,29,OTHER,PhD,EMPLOYEE,HEALTHCARE,56000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,864000,COLD,29
ORGANIC,India,28,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,51000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,362000,COLD,42
ORGANIC,Pakistan,20,FEMALE,PhD,OTHER,TECHNOLOGY,51000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,316000,COLD,36
ORGANIC,India,27,MALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,41000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,650000,COLD,20
PAID,Germany,31,MALE,BACHELOR,OTHER,FINANCE,42000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,544000,COLD,37
OTHER,Pakistan,22,MALE,PhD,OTHER,TECHNOLOGY,39000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,933000,COLD,20
PAID,Germany,36,MALE,BACHELOR,OTHER,TECHNOLOGY,74000,NEGATIVE,No,1,0,BASIC,EXPERT,SMALL,399000,COLD,39
OTHER,India,20,FEMALE,MASTER,OTHER,TECHNOLOGY,61000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,593000,COLD,41
REFERRAL,Brazil,21,MALE,MASTER,EMPLOYEE,HEALTHCARE,23000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,194000,COLD,33
PAID,India,39,FEMALE,PhD,EMPLOYEE,FINANCE,48000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,529000,COLD,23
ORGANIC,Brazil,21,OTHER,PhD,OTHER,TECHNOLOGY,21000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,494000,COLD,24
PAID,Germany,26,FEMALE,BACHELOR,OTHER,HEALTHCARE,64000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,606000,COLD,18
REFERRAL,France,37,MALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,79000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,672000,COLD,13
OTHER,Brazil,39,OTHER,PhD,EMPLOYEE,FINANCE,42000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,370000,COLD,36
ORGANIC,India,35,FEMALE,PhD,UNEMPLOYED,TECHNOLOGY,69000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,367000,COLD,17
ORGANIC,India,23,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,62000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,346000,COLD,21
PAID,Brazil,23,OTHER,PhD,UNEMPLOYED,TECHNOLOGY,66000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,160000,COLD,31
PAID,Germany,33,OTHER,MASTER,UNEMPLOYED,TECHNOLOGY,41000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,923000,COLD,37
PAID,China,33,FEMALE,BACHELOR,OTHER,TECHNOLOGY,64000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,249000,COLD,15
PAID,India,19,FEMALE,BACHELOR,OTHER,FINANCE,69000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,773000,COLD,21
OTHER,India,21,OTHER,BACHELOR,OTHER,FINANCE,34000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,372000,COLD,14
REFERRAL,Germany,18,OTHER,BACHELOR,OTHER,TECHNOLOGY,30000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,681000,COLD,14
ORGANIC,Pakistan,26,OTHER,PhD,OTHER,FINANCE,73000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,126000,COLD,31
OTHER,France,21,MALE,BACHELOR,UNEMPLOYED,FINANCE,71000,NEGATIVE,No,1,0,BASIC,EXPERT,SMALL,288000,COLD,44
OTHER,Brazil,22,FEMALE,MASTER,OTHER,HEALTHCARE,68000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,928000,COLD,26
PAID,Germany,36,OTHER,PhD,OTHER,TECHNOLOGY,79000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,445000,COLD,40
OTHER,India,19,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,71000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,984000,COLD,38
REFERRAL,Pakistan,38,FEMALE,PhD,EMPLOYEE,HEALTHCARE,69000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,400000,COLD,18
OTHER,France,22,OTHER,BACHELOR,UNEMPLOYED,FINANCE,59000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,245000,COLD,36
REFERRAL,India,19,MALE,PhD,EMPLOYEE,HEALTHCARE,60000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,116000,COLD,33
OTHER,France,31,MALE,PhD,UNEMPLOYED,HEALTHCARE,79000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,329000,COLD,35
OTHER,India,28,FEMALE,BACHELOR,OTHER,TECHNOLOGY,40000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,323000,COLD,34
OTHER,Pakistan,21,MALE,BACHELOR,UNEMPLOYED,FINANCE,68000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,722000,COLD,38
OTHER,China,18,FEMALE,MASTER,EMPLOYEE,FINANCE,49000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,710000,COLD,27
PAID,China,32,OTHER,PhD,UNEMPLOYED,FINANCE,68000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,692000,COLD,38
REFERRAL,Pakistan,23,MALE,PhD,OTHER,HEALTHCARE,33000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,905000,COLD,18
REFERRAL,Germany,38,MALE,MASTER,EMPLOYEE,TECHNOLOGY,30000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,240000,COLD,16
OTHER,India,28,MALE,BACHELOR,EMPLOYEE,FINANCE,70000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,876000,COLD,21
ORGANIC,France,31,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,24000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,819000,COLD,11
PAID,France,29,OTHER,MASTER,OTHER,HEALTHCARE,64000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,879000,COLD,16
REFERRAL,India,26,OTHER,PhD,OTHER,FINANCE,35000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,556000,COLD,34
ORGANIC,France,20,OTHER,PhD,OTHER,HEALTHCARE,72000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,250000,COLD,43
PAID,France,34,FEMALE,MASTER,EMPLOYEE,HEALTHCARE,39000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,432000,COLD,31
PAID,Brazil,31,FEMALE,PhD,UNEMPLOYED,FINANCE,54000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,332000,COLD,10
PAID,Germany,34,OTHER,PhD,OTHER,FINANCE,64000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,948000,COLD,13
REFERRAL,India,32,OTHER,MASTER,OTHER,TECHNOLOGY,27000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,721000,COLD,43
REFERRAL,China,33,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,47000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,230000,COLD,34
PAID,France,23,OTHER,PhD,EMPLOYEE,HEALTHCARE,26000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,643000,COLD,24
ORGANIC,France,18,MALE,PhD,OTHER,TECHNOLOGY,49000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,336000,COLD,42
ORGANIC,Brazil,25,MALE,MASTER,UNEMPLOYED,HEALTHCARE,23000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,761000,COLD,21
ORGANIC,India,32,FEMALE,MASTER,EMPLOYEE,FINANCE,79000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,676000,COLD,24
OTHER,Brazil,25,OTHER,PhD,OTHER,TECHNOLOGY,26000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,520000,COLD,19
PAID,Pakistan,31,OTHER,PhD,EMPLOYEE,TECHNOLOGY,52000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,888000,COLD,21
PAID,India,18,OTHER,BACHELOR,OTHER,TECHNOLOGY,61000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,688000,COLD,16
REFERRAL,Brazil,36,OTHER,BACHELOR,EMPLOYEE,FINANCE,47000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,773000,COLD,21
OTHER,China,18,FEMALE,BACHELOR,OTHER,FINANCE,45000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,139000,COLD,43
OTHER,Brazil,19,FEMALE,BACHELOR,OTHER,HEALTHCARE,75000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,149000,COLD,43
PAID,India,23,FEMALE,PhD,OTHER,HEALTHCARE,25000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,706000,COLD,17
REFERRAL,France,32,FEMALE,BACHELOR,EMPLOYEE,FINANCE,63000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,454000,COLD,42
REFERRAL,China,27,FEMALE,PhD,OTHER,FINANCE,46000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,542000,COLD,16
REFERRAL,Germany,26,MALE,MASTER,OTHER,HEALTHCARE,74000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,875000,COLD,24
REFERRAL,China,20,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,71000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,291000,COLD,22
REFERRAL,India,25,OTHER,PhD,EMPLOYEE,FINANCE,40000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,568000,COLD,35
REFERRAL,China,24,OTHER,PhD,OTHER,TECHNOLOGY,43000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,210000,COLD,39
ORGANIC,India,25,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,78000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,776000,COLD,28
PAID,India,20,FEMALE,BACHELOR,OTHER,FINANCE,44000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,942000,COLD,32
ORGANIC,India,21,OTHER,MASTER,OTHER,TECHNOLOGY,67000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,220000,COLD,11
PAID,India,20,FEMALE,BACHELOR,EMPLOYEE,HEALTHCARE,40000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,805000,COLD,19
PAID,India,26,MALE,MASTER,OTHER,FINANCE,42000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,729000,COLD,11
REFERRAL,Pakistan,37,FEMALE,MASTER,OTHER,TECHNOLOGY,77000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,942000,COLD,29
OTHER,China,18,MALE,PhD,UNEMPLOYED,TECHNOLOGY,41000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,492000,COLD,29
PAID,China,21,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,75000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,640000,COLD,36
ORGANIC,Pakistan,31,FEMALE,BACHELOR,EMPLOYEE,FINANCE,64000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,317000,COLD,33
OTHER,Germany,30,MALE,MASTER,UNEMPLOYED,HEALTHCARE,60000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,662000,COLD,27
ORGANIC,Germany,26,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,70000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,500000,COLD,30
ORGANIC,France,33,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,69000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,665000,COLD,44
OTHER,China,28,OTHER,PhD,OTHER,TECHNOLOGY,44000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,900000,COLD,16
OTHER,India,38,MALE,PhD,UNEMPLOYED,HEALTHCARE,30000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,335000,COLD,35
PAID,India,34,OTHER,BACHELOR,EMPLOYEE,FINANCE,72000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,420000,COLD,23
PAID,Germany,38,FEMALE,MASTER,EMPLOYEE,HEALTHCARE,23000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,127000,COLD,38
OTHER,India,31,FEMALE,MASTER,EMPLOYEE,FINANCE,69000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,218000,COLD,19
ORGANIC,Brazil,39,FEMALE,PhD,OTHER,HEALTHCARE,40000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,875000,COLD,39
PAID,China,29,MALE,BACHELOR,UNEMPLOYED,HEALTHCARE,69000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,160000,COLD,17
OTHER,France,28,MALE,BACHELOR,EMPLOYEE,FINANCE,21000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,230000,COLD,37
REFERRAL,Germany,36,MALE,PhD,UNEMPLOYED,HEALTHCARE,79000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,777000,COLD,19
OTHER,France,38,OTHER,PhD,UNEMPLOYED,HEALTHCARE,68000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,859000,COLD,15
ORGANIC,France,28,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,29000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,512000,COLD,13
PAID,India,29,MALE,BACHELOR,EMPLOYEE,FINANCE,23000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,940000,COLD,37
ORGANIC,China,31,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,61000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,473000,COLD,43
OTHER,India,27,MALE,BACHELOR,OTHER,HEALTHCARE,55000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,145000,COLD,38
PAID,Brazil,26,MALE,PhD,OTHER,HEALTHCARE,38000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,154000,COLD,22
OTHER,China,34,OTHER,BACHELOR,EMPLOYEE,TECHNOLOGY,71000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,878000,COLD,13
OTHER,China,32,MALE,MASTER,EMPLOYEE,FINANCE,30000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,996000,COLD,11
OTHER,Brazil,19,FEMALE,BACHELOR,OTHER,HEALTHCARE,32000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,514000,COLD,17
REFERRAL,France,18,OTHER,PhD,OTHER,TECHNOLOGY,61000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,303000,COLD,14
OTHER,China,29,OTHER,MASTER,OTHER,TECHNOLOGY,69000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,449000,COLD,21
ORGANIC,India,38,MALE,PhD,EMPLOYEE,HEALTHCARE,22000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,817000,COLD,16
PAID,France,25,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,23000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,557000,COLD,17
ORGANIC,Germany,34,FEMALE,MASTER,UNEMPLOYED,TECHNOLOGY,33000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,527000,COLD,39
OTHER,Pakistan,26,MALE,PhD,OTHER,TECHNOLOGY,71000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,806000,COLD,38
REFERRAL,Pakistan,37,MALE,MASTER,OTHER,FINANCE,28000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,849000,COLD,37
REFERRAL,France,20,MALE,PhD,UNEMPLOYED,HEALTHCARE,38000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,946000,COLD,16
OTHER,Pakistan,20,MALE,BACHELOR,EMPLOYEE,HEALTHCARE,37000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,510000,COLD,23
PAID,France,19,OTHER,PhD,OTHER,FINANCE,22000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,507000,COLD,26
OTHER,Germany,38,FEMALE,BACHELOR,UNEMPLOYED,FINANCE,33000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,656000,COLD,16
OTHER,Germany,36,MALE,MASTER,OTHER,FINANCE,42000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,695000,COLD,43
PAID,China,22,OTHER,BACHELOR,EMPLOYEE,FINANCE,73000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,322000,COLD,27
PAID,Brazil,20,MALE,MASTER,OTHER,TECHNOLOGY,76000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,943000,COLD,12
REFERRAL,India,31,MALE,MASTER,EMPLOYEE,FINANCE,54000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,434000,COLD,23
OTHER,Pakistan,29,OTHER,MASTER,EMPLOYEE,HEALTHCARE,30000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,292000,COLD,21
PAID,France,20,MALE,MASTER,UNEMPLOYED,HEALTHCARE,32000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,928000,COLD,39
REFERRAL,India,35,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,66000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,632000,COLD,25
PAID,France,20,FEMALE,PhD,OTHER,FINANCE,37000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,889000,COLD,41
OTHER,Pakistan,26,FEMALE,MASTER,OTHER,TECHNOLOGY,50000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,165000,COLD,15
ORGANIC,Brazil,34,MALE,MASTER,EMPLOYEE,FINANCE,56000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,904000,COLD,23
REFERRAL,China,33,OTHER,PhD,UNEMPLOYED,FINANCE,36000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,117000,COLD,40
REFERRAL,India,36,FEMALE,MASTER,UNEMPLOYED,TECHNOLOGY,20000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,221000,COLD,21
REFERRAL,Germany,20,OTHER,MASTER,OTHER,FINANCE,59000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,610000,COLD,43
REFERRAL,Pakistan,39,OTHER,PhD,EMPLOYEE,FINANCE,42000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,750000,COLD,14
PAID,France,32,OTHER,BACHELOR,OTHER,FINANCE,61000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,224000,COLD,27
ORGANIC,Pakistan,33,MALE,MASTER,UNEMPLOYED,FINANCE,43000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,840000,COLD,22
OTHER,France,25,MALE,BACHELOR,UNEMPLOYED,FINANCE,28000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,945000,COLD,40
REFERRAL,Germany,22,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,26000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,390000,COLD,16
ORGANIC,Germany,24,OTHER,BACHELOR,OTHER,FINANCE,38000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,387000,COLD,42
PAID,Brazil,36,OTHER,BACHELOR,UNEMPLOYED,FINANCE,43000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,798000,COLD,30
REFERRAL,France,33,OTHER,MASTER,EMPLOYEE,FINANCE,64000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,778000,COLD,33
ORGANIC,France,23,OTHER,PhD,UNEMPLOYED,FINANCE,28000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,846000,COLD,32
REFERRAL,China,33,OTHER,MASTER,OTHER,TECHNOLOGY,65000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,981000,COLD,36
REFERRAL,Pakistan,21,MALE,BACHELOR,OTHER,TECHNOLOGY,42000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,994000,COLD,36
REFERRAL,China,25,FEMALE,MASTER,OTHER,TECHNOLOGY,75000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,221000,COLD,10
REFERRAL,Germany,33,MALE,MASTER,UNEMPLOYED,HEALTHCARE,75000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,911000,COLD,19
ORGANIC,Pakistan,21,FEMALE,PhD,EMPLOYEE,FINANCE,71000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,560000,COLD,24
OTHER,Pakistan,19,OTHER,MASTER,OTHER,HEALTHCARE,31000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,132000,COLD,29
ORGANIC,Germany,35,MALE,MASTER,EMPLOYEE,FINANCE,73000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,406000,COLD,17
REFERRAL,India,38,OTHER,BACHELOR,UNEMPLOYED,FINANCE,71000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,868000,COLD,20
OTHER,Brazil,38,FEMALE,PhD,OTHER,TECHNOLOGY,66000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,754000,COLD,42
OTHER,Pakistan,38,MALE,PhD,UNEMPLOYED,TECHNOLOGY,36000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,516000,COLD,43
OTHER,China,22,MALE,BACHELOR,UNEMPLOYED,HEALTHCARE,54000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,362000,COLD,24
OTHER,India,29,OTHER,PhD,OTHER,FINANCE,68000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,811000,COLD,32
REFERRAL,India,31,MALE,MASTER,UNEMPLOYED,FINANCE,25000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,372000,COLD,18
OTHER,France,38,FEMALE,MASTER,OTHER,TECHNOLOGY,20000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,174000,COLD,28
PAID,France,34,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,74000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,498000,COLD,28
PAID,Germany,35,FEMALE,PhD,EMPLOYEE,HEALTHCARE,73000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,989000,COLD,37
OTHER,Pakistan,25,OTHER,PhD,OTHER,FINANCE,32000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,716000,COLD,42
ORGANIC,France,25,FEMALE,MASTER,EMPLOYEE,TECHNOLOGY,78000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,540000,COLD,25
REFERRAL,China,31,OTHER,MASTER,OTHER,FINANCE,75000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,333000,COLD,19
ORGANIC,India,30,FEMALE,MASTER,EMPLOYEE,HEALTHCARE,37000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,153000,COLD,24
ORGANIC,France,37,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,54000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,254000,COLD,15
REFERRAL,China,36,MALE,PhD,UNEMPLOYED,FINANCE,28000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,990000,COLD,23
REFERRAL,India,25,OTHER,BACHELOR,UNEMPLOYED,FINANCE,69000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,753000,COLD,11
REFERRAL,China,18,FEMALE,BACHELOR,EMPLOYEE,FINANCE,49000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,920000,COLD,40
ORGANIC,Brazil,38,FEMALE,BACHELOR,OTHER,HEALTHCARE,56000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,327000,COLD,31
PAID,Pakistan,27,MALE,MASTER,OTHER,HEALTHCARE,27000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,176000,COLD,37
